,Ogrid,Name,Well Count,Inactive Wells,5.9 Compliance,Property,Well Name,Lease Type,ULSTR,OCD Unit Letter,API,Well Type,Last Prod/Inj,Inactive Additional Bond Due,Bonding Depth,Required Bond Amount,Bond Required Now,Covered By Blanket TA Bond,Bond In Place,In Violation
18368,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #223,P,F-32-18S-38E,F,30-025-28944,I,06/2020,07/2022,4370.0,33740.0,,,0.0,
18369,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #231,S,K-30-18S-38E,K,30-025-07479,O,03/2014,04/2016,4256.0,33512.0,Y,Y,0.0,
18370,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #231,P,K-27-18S-38E,K,30-025-12495,O,01/2012,02/2014,4377.0,33754.0,Y,Y,0.0,
18371,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #231,S,K-14-18S-37E,K,30-025-05451,I,08/1993,09/1995,4250.0,33500.0,Y,Y,0.0,
18372,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #231,P,K-31-18S-38E,K,30-025-07507,O,06/2020,07/2022,4190.0,33380.0,,,0.0,
18373,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #231,S,K-33-18S-38E,K,30-025-07545,I,06/2020,07/2022,4259.0,33518.0,,,0.0,
18374,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #231,S,K-29-18S-38E,K,30-025-07438,O,04/2020,05/2022,4255.0,33510.0,,,0.0,
18375,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #231,P,K-28-18S-38E,K,30-025-07421,I,06/2020,07/2022,4309.0,33618.0,,,0.0,
18376,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #231,S,K-23-18S-37E,K,30-025-05471,I,06/2020,07/2022,4330.0,33660.0,,,0.0,
18377,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #231,S,K-24-18S-37E,K,30-025-05483,O,06/2020,07/2022,4171.0,33342.0,,,0.0,
18378,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #231,S,K-25-18S-37E,K,30-025-05498,O,06/2020,07/2022,4500.0,34000.0,,,0.0,
18379,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #231,P,K-20-18S-38E,K,30-025-07382,O,06/2020,07/2022,4365.0,33730.0,,,0.0,
18380,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #231,P,K-19-18S-38E,K,30-025-07362,I,06/2020,07/2022,4247.0,33494.0,,,0.0,
18381,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #232,P,K-28-18S-38E,K,30-025-28882,I,06/2020,07/2022,4370.0,33740.0,,,0.0,
18382,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #232,P,K-19-18S-38E,K,30-025-29172,I,06/2020,07/2022,4420.0,33840.0,,,0.0,
18383,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #232,P,K-32-18S-38E,K,30-025-23035,O,06/2020,07/2022,6020.0,37040.0,,,0.0,
18384,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #232,P,K-33-18S-38E,K,30-025-26834,I,06/2020,07/2022,4453.0,33906.0,,,0.0,
18385,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #232,S,K-30-18S-38E,K,30-025-26935,I,06/2020,07/2022,4555.0,34110.0,,,0.0,
18386,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #233,S,K-30-18S-38E,K,30-025-28942,I,06/2020,07/2022,4383.0,33766.0,,,0.0,
18387,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #233,S,K-33-18S-38E,K,30-025-28410,O,06/2020,07/2022,4370.0,33740.0,,,0.0,
18388,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #234,S,K-33-18S-38E,K,30-025-29275,O,06/2020,07/2022,4373.0,33746.0,,,0.0,
18389,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #241,S,N-30-18S-38E,N,30-025-07480,O,02/1998,03/2000,4230.0,33460.0,Y,Y,0.0,
18390,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #241,P,N-31-18S-38E,N,30-025-07508,O,08/2002,09/2004,4155.0,33310.0,Y,Y,0.0,
18391,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #241,S,N-29-18S-38E,N,30-025-07437,I,06/2020,07/2022,4184.0,33368.0,,,0.0,
18392,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #241,S,N-33-18S-38E,N,30-025-07547,O,06/2020,07/2022,4252.0,33504.0,,,0.0,
18393,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #241,P,N-32-18S-38E,N,30-025-07533,O,06/2020,07/2022,4318.0,33636.0,,,0.0,
18394,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #241,P,N-20-18S-38E,N,30-025-12493,O,06/2020,07/2022,4330.0,33660.0,,,0.0,
18395,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #241,P,N-28-18S-38E,N,30-025-12498,O,06/2020,07/2022,4260.0,33520.0,,,0.0,
18396,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #241,S,N-24-18S-37E,N,30-025-05482,O,06/2020,07/2022,4272.0,33544.0,,,0.0,
18397,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #241,S,N-13-18S-37E,N,30-025-05436,I,06/2020,07/2022,4320.0,33640.0,,,0.0,
18398,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #241,S,N-25-18S-37E,N,30-025-05501,O,11/2019,12/2021,4240.0,33480.0,,,0.0,
18399,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #241,P,N-19-18S-38E,N,30-025-07364,I,06/2020,07/2022,4246.0,33492.0,,,0.0,
18400,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #242,S,N-24-18S-37E,N,30-025-26832,I,06/2020,07/2022,4443.0,33886.0,,,0.0,
18401,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #242,S,N-30-18S-38E,N,30-025-28886,I,06/2020,07/2022,4370.0,33740.0,,,0.0,
18402,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #242,S,N-29-18S-38E,N,30-025-28413,I,06/2020,07/2022,4370.0,33740.0,,,0.0,
18403,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #242,P,N-28-18S-38E,N,30-025-29276,I,06/2020,07/2022,4475.0,33950.0,,,0.0,
18404,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #242,P,N-19-18S-38E,N,30-025-23481,O,06/2020,07/2022,7105.0,39210.0,,,0.0,
18405,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #243,P,N-28-18S-38E,N,30-025-23304,O,06/2020,07/2022,6350.0,37700.0,,,0.0,
18406,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #311,P,B-30-18S-38E,B,30-025-07469,O,06/1992,07/1994,4302.0,33604.0,Y,Y,0.0,
18407,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #311,S,B-29-18S-38E,B,30-025-07432,O,06/2020,07/2022,4249.0,33498.0,,,0.0,
18408,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #311,P,B-31-18S-38E,B,30-025-07491,O,06/2020,07/2022,4201.0,33402.0,,,0.0,
18409,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #311,P,B-33-18S-38E,B,30-025-07555,O,06/2020,07/2022,4221.0,33442.0,,,0.0,
18410,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #311,S,B-24-18S-37E,B,30-025-05481,O,05/2019,06/2021,4290.0,33580.0,,,0.0,
18411,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #311,S,B-36-18S-37E,B,30-025-05541,O,03/2020,04/2022,4277.0,33554.0,,,0.0,
18412,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #311,S,B-23-18S-37E,B,30-025-05464,O,06/2020,07/2022,4375.0,33750.0,,,0.0,
18413,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #311,P,B-19-18S-38E,B,30-025-07369,I,06/2020,07/2022,4301.0,33602.0,,,0.0,
18414,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #312,S,B-24-18S-37E,B,30-025-29130,I,06/2020,07/2022,4370.0,33740.0,,,0.0,
18415,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #312,S,B-32-18S-38E,B,30-025-29017,I,06/2020,07/2022,4370.0,33740.0,,,0.0,
18416,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #312,P,B-30-18S-38E,B,30-025-29197,I,06/2020,07/2022,4431.0,33862.0,,,0.0,
18417,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #312,P,B-33-18S-38E,B,30-025-29199,O,06/2020,07/2022,4428.0,33856.0,,,0.0,
18418,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #312,P,B-31-18S-38E,B,30-025-27060,I,06/2020,07/2022,4510.0,34020.0,,,0.0,
18419,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #313,S,B-32-18S-38E,B,30-025-30263,O,06/2020,07/2022,4350.0,33700.0,,,0.0,
18420,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #313,P,B-30-18S-38E,B,30-025-23270,I,06/2020,07/2022,6050.0,37100.0,,,0.0,
18421,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #321,S,G-36-18S-37E,G,30-025-05540,I,08/1995,09/1997,4293.0,33586.0,Y,Y,0.0,
18422,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #321,S,G-29-18S-38E,G,30-025-07431,I,06/2020,07/2022,4309.0,33618.0,,,0.0,
18423,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #321,P,G-31-18S-38E,G,30-025-07492,O,06/2020,07/2022,4315.0,33630.0,,,0.0,
18424,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #321,P,G-30-18S-38E,G,30-025-07467,O,06/2020,07/2022,4256.0,33512.0,,,0.0,
18425,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #321,S,G-24-18S-37E,G,30-025-05480,O,06/2020,07/2022,4491.0,33982.0,,,0.0,
18426,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #321,S,G-23-18S-37E,G,30-025-05463,I,06/2020,07/2022,4265.0,33530.0,,,0.0,
18427,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #321,S,G-32-18S-38E,G,30-025-12506,I,06/2020,07/2022,4275.0,33550.0,,,0.0,
18428,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #321,S,G-25-18S-37E,G,30-025-05505,O,06/2020,07/2022,4240.0,33480.0,,,0.0,
18429,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #321,P,G-28-18S-38E,G,30-025-07416,O,06/2020,07/2022,4260.0,33520.0,,,0.0,
18430,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #321,P,G-19-18S-38E,G,30-025-07360,O,05/2020,06/2022,4260.0,33520.0,,,0.0,
18431,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #322,S,G-29-18S-38E,G,30-025-28883,I,06/2020,07/2022,4384.0,33768.0,,,0.0,
18432,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #322A,P,G-31-18S-38E,G,30-025-30204,I,06/2020,07/2022,4350.0,33700.0,,,0.0,
18433,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #322B,S,G-32-18S-38E,G,30-025-07518,O,06/2020,07/2022,4248.0,33496.0,,,0.0,
18434,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #322G,S,G-33-18S-38E,G,30-025-27169,I,06/2020,07/2022,4510.0,34020.0,,,0.0,
18435,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #323,S,G-29-18S-38E,G,30-025-28941,O,06/2020,07/2022,4370.0,33740.0,,,0.0,
18436,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #323G,S,G-32-18S-38E,G,30-025-26973,I,06/2020,07/2022,4404.0,33808.0,,,0.0,
18437,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #331,S,J-14-18S-37E,J,30-025-05455,O,03/1999,04/2001,4325.0,33650.0,Y,Y,0.0,
18438,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #331,P,J-31-18S-38E,J,30-025-07499,O,07/2019,08/2021,4267.0,33534.0,,,0.0,
18439,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #331,S,J-32-18S-38E,J,30-025-07538,I,06/2020,07/2022,4261.0,33522.0,,,0.0,
18440,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #331,S,J-23-18S-37E,J,30-025-05474,O,06/2020,07/2022,4990.0,34980.0,,,0.0,
18441,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #331,P,J-13-18S-37E,J,30-025-05447,O,06/2020,07/2022,4243.0,33486.0,,,0.0,
18442,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #331,S,J-24-18S-37E,J,30-025-05488,I,06/2020,07/2022,4227.0,33454.0,,,0.0,
18443,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #331,P,J-28-18S-38E,J,30-025-07412,O,06/2020,07/2022,4280.0,33560.0,,,0.0,
18444,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #331,S,J-25-18S-37E,J,30-025-05500,O,06/2020,07/2022,4110.0,33220.0,,,0.0,
18445,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #332,S,J-32-18S-38E,J,30-025-29173,O,06/2020,07/2022,4356.0,33712.0,,,0.0,
18446,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #332,P,G-28-18S-38E,G,30-025-31655,I,06/2020,07/2022,4455.0,33910.0,,,0.0,
18447,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #332,P,J-19-18S-38E,J,30-025-29195,I,06/2020,07/2022,4370.0,33740.0,,,0.0,
18448,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #341,P,O-34-18S-38E,O,30-025-07567,O,07/2016,08/2018,4235.0,33470.0,Y,Y,0.0,
18449,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #341,S,O-14-18S-37E,O,30-025-05450,O,08/1993,09/1995,4375.0,33750.0,Y,Y,0.0,
18450,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #341,S,O-29-18S-38E,O,30-025-07445,O,06/2020,07/2022,4250.0,33500.0,,,0.0,
18451,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #341,P,O-31-18S-38E,O,30-025-07500,I,06/2020,07/2022,4225.0,33450.0,,,0.0,
18452,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #341,S,O-32-18S-38E,O,30-025-07539,I,06/2020,07/2022,4234.0,33468.0,,,0.0,
18453,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #341,S,O-23-18S-37E,O,30-025-05475,I,06/2020,07/2022,4302.0,33604.0,,,0.0,
18454,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #341,P,O-28-18S-38E,O,30-025-12489,O,06/2020,07/2022,4278.0,33556.0,,,0.0,
18455,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #341,P,O-19-18S-38E,O,30-025-12491,O,06/2020,07/2022,4272.0,33544.0,,,0.0,
18456,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #341,P,O-13-18S-37E,O,30-025-05446,O,06/2020,07/2022,4263.0,33526.0,,,0.0,
18457,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #341,S,O-24-18S-37E,O,30-025-05490,O,06/2020,07/2022,4225.0,33450.0,,,0.0,
18458,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #341,S,O-25-18S-37E,O,30-025-05497,I,06/2020,07/2022,4500.0,34000.0,,,0.0,
18459,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #341,P,O-20-18S-38E,O,30-025-07371,O,06/2020,07/2022,4246.0,33492.0,,,0.0,
18460,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #342,S,O-32-18S-38E,O,30-025-28266,I,06/2020,07/2022,4430.0,33860.0,,,0.0,
18461,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #342,P,B-33-18S-38E,B,30-025-29931,O,06/2020,07/2022,4570.0,34140.0,,,0.0,
18462,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #342,S,O-29-18S-38E,O,30-025-28884,I,06/2020,07/2022,4375.0,33750.0,,,0.0,
18463,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #342,P,O-24-18S-37E,O,30-025-29062,I,06/2020,07/2022,4371.0,33742.0,,,0.0,
18464,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #342,P,O-18-18S-38E,O,30-025-07342,I,06/2020,07/2022,4286.0,33572.0,,,0.0,
18465,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #343,S,O-32-18S-38E,O,30-025-29906,O,06/2020,07/2022,4370.0,33740.0,,,0.0,
18466,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #411,P,A-29-18S-38E,A,30-025-07454,I,08/1997,09/1999,4335.0,33670.0,Y,Y,0.0,
18467,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #411,P,A-33-18S-38E,A,30-025-07556,O,10/2010,11/2012,4256.0,33512.0,Y,Y,0.0,
18468,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #411,P,A-31-18S-38E,A,30-025-07490,O,06/2020,07/2022,4290.0,33580.0,,,0.0,
18469,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #411,P,A-30-18S-38E,A,30-025-07470,I,06/2020,07/2022,4310.0,33620.0,,,0.0,
18470,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #411,S,A-36-18S-37E,A,30-025-05539,I,06/2020,07/2022,4236.0,33472.0,,,0.0,
18471,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #411,S,A-23-18S-37E,A,30-025-12783,I,06/2020,07/2022,4329.0,33658.0,,,0.0,
18472,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #411,P,A-19-18S-38E,A,30-025-07370,I,06/2020,07/2022,4342.0,33684.0,,,0.0,
18473,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #411,S,A-24-18S-37E,A,30-025-23522,O,06/2020,07/2022,4455.0,33910.0,,,0.0,
18474,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #411A,S,A-32-18S-38E,A,30-025-07516,O,05/2020,06/2022,4272.0,33544.0,,,0.0,
18475,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #412,S,A-23-18S-37E,A,30-025-05468,O,07/1994,08/1996,4204.0,33408.0,Y,Y,0.0,
18476,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #412,P,A-33-18S-38E,A,30-025-29932,O,06/2020,07/2022,4436.0,33872.0,,,0.0,
18477,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #412,S,A-24-18S-37E,A,30-025-05479,O,06/2020,07/2022,4310.0,33620.0,,,0.0,
18478,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #412,P,A-30-18S-38E,A,30-025-23384,O,06/2020,07/2022,7108.0,39216.0,,,0.0,
18479,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #413,S,A-24-18S-37E,A,30-025-28414,I,06/2020,07/2022,4400.0,33800.0,,,0.0,
18480,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #414,S,A-24-18S-37E,A,30-025-28879,I,06/2020,07/2022,4370.0,33740.0,,,0.0,
18481,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #421,P,H-31-18S-38E,H,30-025-07493,O,06/2020,07/2022,4265.0,33530.0,,,0.0,
18482,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #421,P,H-30-18S-38E,H,30-025-07468,O,06/2020,07/2022,3199.0,31398.0,,,0.0,
18483,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #421,P,H-33-18S-38E,H,30-025-07554,O,06/2020,07/2022,4235.0,33470.0,,,0.0,
18484,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #421,S,H-23-18S-37E,H,30-025-05466,O,05/2020,06/2022,4360.0,33720.0,,,0.0,
18485,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #421,S,H-32-18S-38E,H,30-025-12507,O,06/2020,07/2022,4216.0,33432.0,,,0.0,
18486,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #421,S,H-25-18S-37E,H,30-025-05504,O,09/2019,10/2021,4210.0,33420.0,,,0.0,
18487,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #421,S,H-14-18S-37E,H,30-025-05456,O,09/2019,10/2021,4368.0,33736.0,,,0.0,
18488,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #421,S,H-24-18S-37E,H,30-025-23081,O,06/2020,07/2022,6107.0,37214.0,,,0.0,
18489,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #422,P,H-19-18S-38E,H,30-025-29196,O,10/1992,11/1994,4370.0,33740.0,Y,Y,0.0,
18490,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #422,S,H-24-18S-37E,H,30-025-05478,I,06/2020,07/2022,4316.0,33632.0,,,0.0,
18491,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #422,P,H-33-18S-38E,H,30-025-28268,I,06/2020,07/2022,4476.0,33952.0,,,0.0,
18492,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #422,P,H-31-18S-38E,H,30-025-28887,O,06/2020,07/2022,4372.0,33744.0,,,0.0,
18493,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #422,S,H-32-18S-38E,H,30-025-29074,I,06/2020,07/2022,4370.0,33740.0,,,0.0,
18494,157984,OCCIDENTAL PERMIAN LTD,689.0,0.0,Yes,,NORTH HOBBS G/SA UNIT #422,S,H-25-18S-37E,H,30-025-26933,I,06/2020,07/2022,4510.0,34020.0,,,0.0,
